company_id|fiscal_year|rule|category|explanation
ADANIPOWER|2015|ROCE_SOURCE_VARIANCE|version difference|computed=11.62, source_display=32.2
ADANIPOWER|2016|ROE_SOURCE_VARIANCE|data source issue|computed=7.38, source_display=57.1
ADANIPOWER|2016|ROCE_SOURCE_VARIANCE|version difference|computed=14.29, source_display=32.2
ADANIPOWER|2017|ROE_SOURCE_VARIANCE|data source issue|computed=-205.80, source_display=57.1
ADANIPOWER|2017|ROCE_SOURCE_VARIANCE|version difference|computed=4.17, source_display=32.2
ADANIPOWER|2018|ROE_SOURCE_VARIANCE|data source issue|computed=-236.56, source_display=57.1
ADANIPOWER|2018|ROCE_SOURCE_VARIANCE|version difference|computed=11.52, source_display=32.2
ADANIPOWER|2019|ROE_SOURCE_VARIANCE|data source issue|computed=-12.76, source_display=57.1
ADANIPOWER|2019|ROCE_SOURCE_VARIANCE|version difference|computed=13.59, source_display=32.2
ADANIPOWER|2020|ROE_SOURCE_VARIANCE|data source issue|computed=-35.10, source_display=57.1
ADANIPOWER|2020|ROCE_SOURCE_VARIANCE|version difference|computed=9.82, source_display=32.2
ADANIPOWER|2021|ROE_SOURCE_VARIANCE|data source issue|computed=9.69, source_display=57.1
ADANIPOWER|2021|ROCE_SOURCE_VARIANCE|version difference|computed=16.15, source_display=32.2
ADANIPOWER|2022|ROE_SOURCE_VARIANCE|data source issue|computed=26.61, source_display=57.1
ADANIPOWER|2022|ROCE_SOURCE_VARIANCE|version difference|computed=20.40, source_display=32.2
ADANIPOWER|2023|ROE_SOURCE_VARIANCE|data source issue|computed=35.91, source_display=57.1
ADANIPOWER|2023|ROCE_SOURCE_VARIANCE|version difference|computed=19.82, source_display=32.2
ADANIPOWER|2024|ROE_SOURCE_VARIANCE|data source issue|computed=48.28, source_display=57.1
AMBUJACEM|2012|ROE_SOURCE_VARIANCE|data source issue|computed=14.69, source_display=9.24
AMBUJACEM|2012|ROCE_SOURCE_VARIANCE|version difference|computed=28.70, source_display=12.8
AMBUJACEM|2013|ROCE_SOURCE_VARIANCE|version difference|computed=21.65, source_display=12.8
AMBUJACEM|2014|ROE_SOURCE_VARIANCE|data source issue|computed=14.77, source_display=9.24
AMBUJACEM|2014|ROCE_SOURCE_VARIANCE|version difference|computed=23.29, source_display=12.8
AMBUJACEM|2015|ROCE_SOURCE_VARIANCE|version difference|computed=18.39, source_display=12.8
AMBUJACEM|2016|ROCE_SOURCE_VARIANCE|version difference|computed=18.25, source_display=12.8
AMBUJACEM|2017|ROCE_SOURCE_VARIANCE|version difference|computed=20.26, source_display=12.8
AMBUJACEM|2018|ROCE_SOURCE_VARIANCE|version difference|computed=18.93, source_display=12.8
AMBUJACEM|2019|ROCE_SOURCE_VARIANCE|version difference|computed=21.55, source_display=12.8
AMBUJACEM|2020|ROCE_SOURCE_VARIANCE|version difference|computed=22.79, source_display=12.8
AMBUJACEM|2021|ROE_SOURCE_VARIANCE|data source issue|computed=14.64, source_display=9.24
AMBUJACEM|2021|ROCE_SOURCE_VARIANCE|version difference|computed=25.02, source_display=12.8
AMBUJACEM|2024|ROCE_SOURCE_VARIANCE|version difference|computed=18.51, source_display=12.8
APOLLOHOSP|2016|ROE_SOURCE_VARIANCE|data source issue|computed=7.05, source_display=13.81
APOLLOHOSP|2017|ROE_SOURCE_VARIANCE|data source issue|computed=3.95, source_display=13.81
APOLLOHOSP|2018|ROE_SOURCE_VARIANCE|data source issue|computed=1.85, source_display=13.81
APOLLOHOSP|2019|ROE_SOURCE_VARIANCE|data source issue|computed=6.00, source_display=13.81
APOLLOHOSP|2020|ROCE_SOURCE_VARIANCE|version difference|computed=26.14, source_display=17.2
APOLLOHOSP|2021|ROE_SOURCE_VARIANCE|data source issue|computed=2.98, source_display=13.81
APOLLOHOSP|2022|ROE_SOURCE_VARIANCE|data source issue|computed=19.70, source_display=13.81
APOLLOHOSP|2022|ROCE_SOURCE_VARIANCE|version difference|computed=26.39, source_display=17.2
ASIANPAINT|2013|ROCE_SOURCE_VARIANCE|version difference|computed=50.92, source_display=41.75
ASIANPAINT|2013|ROCE_SOURCE_VARIANCE|version difference|computed=50.92, source_display=41.75
ASIANPAINT|2014|ROCE_SOURCE_VARIANCE|version difference|computed=49.63, source_display=41.75
ASIANPAINT|2014|ROCE_SOURCE_VARIANCE|version difference|computed=49.63, source_display=41.75
ASIANPAINT|2018|ROE_SOURCE_VARIANCE|data source issue|computed=24.95, source_display=31.45
ASIANPAINT|2018|ROE_SOURCE_VARIANCE|data source issue|computed=24.95, source_display=31.45
ASIANPAINT|2019|ROE_SOURCE_VARIANCE|data source issue|computed=23.31, source_display=31.45
ASIANPAINT|2019|ROE_SOURCE_VARIANCE|data source issue|computed=23.31, source_display=31.45
ASIANPAINT|2021|ROE_SOURCE_VARIANCE|data source issue|computed=25.04, source_display=31.45
ASIANPAINT|2021|ROE_SOURCE_VARIANCE|data source issue|computed=25.04, source_display=31.45
ASIANPAINT|2022|ROE_SOURCE_VARIANCE|data source issue|computed=22.34, source_display=31.45
ASIANPAINT|2022|ROCE_SOURCE_VARIANCE|version difference|computed=33.12, source_display=41.75
ASIANPAINT|2022|ROE_SOURCE_VARIANCE|data source issue|computed=22.34, source_display=31.45
ASIANPAINT|2022|ROCE_SOURCE_VARIANCE|version difference|computed=33.12, source_display=41.75
ASIANPAINT|2023|ROE_SOURCE_VARIANCE|data source issue|computed=26.23, source_display=31.45
ASIANPAINT|2023|ROE_SOURCE_VARIANCE|data source issue|computed=26.23, source_display=31.45
BAJAJ-AUTO|2013|ROE_SOURCE_VARIANCE|data source issue|computed=38.85, source_display=26.5
BAJAJ-AUTO|2013|ROCE_SOURCE_VARIANCE|version difference|computed=54.35, source_display=33.5
BAJAJ-AUTO|2013|ROE_SOURCE_VARIANCE|data source issue|computed=38.85, source_display=26.5
BAJAJ-AUTO|2013|ROCE_SOURCE_VARIANCE|version difference|computed=54.35, source_display=33.5
BAJAJ-AUTO|2014|ROE_SOURCE_VARIANCE|data source issue|computed=33.24, source_display=26.5
BAJAJ-AUTO|2014|ROCE_SOURCE_VARIANCE|version difference|computed=47.30, source_display=33.5
BAJAJ-AUTO|2014|ROE_SOURCE_VARIANCE|data source issue|computed=33.24, source_display=26.5
BAJAJ-AUTO|2014|ROCE_SOURCE_VARIANCE|version difference|computed=47.30, source_display=33.5
BAJAJ-AUTO|2015|ROCE_SOURCE_VARIANCE|version difference|computed=38.87, source_display=33.5
BAJAJ-AUTO|2015|ROCE_SOURCE_VARIANCE|version difference|computed=38.87, source_display=33.5
BAJAJ-AUTO|2016|ROCE_SOURCE_VARIANCE|version difference|computed=42.35, source_display=33.5
BAJAJ-AUTO|2016|ROCE_SOURCE_VARIANCE|version difference|computed=42.35, source_display=33.5
BAJAJ-AUTO|2018|ROE_SOURCE_VARIANCE|data source issue|computed=20.66, source_display=26.5
BAJAJ-AUTO|2018|ROE_SOURCE_VARIANCE|data source issue|computed=20.66, source_display=26.5
BAJAJ-AUTO|2019|ROE_SOURCE_VARIANCE|data source issue|computed=21.21, source_display=26.5
BAJAJ-AUTO|2019|ROE_SOURCE_VARIANCE|data source issue|computed=21.21, source_display=26.5
BAJAJ-AUTO|2021|ROE_SOURCE_VARIANCE|data source issue|computed=17.81, source_display=26.5
BAJAJ-AUTO|2021|ROCE_SOURCE_VARIANCE|version difference|computed=23.76, source_display=33.5
BAJAJ-AUTO|2021|ROE_SOURCE_VARIANCE|data source issue|computed=17.81, source_display=26.5
BAJAJ-AUTO|2021|ROCE_SOURCE_VARIANCE|version difference|computed=23.76, source_display=33.5
BAJAJ-AUTO|2022|ROE_SOURCE_VARIANCE|data source issue|computed=20.65, source_display=26.5
BAJAJ-AUTO|2022|ROCE_SOURCE_VARIANCE|version difference|computed=26.45, source_display=33.5
BAJAJ-AUTO|2022|ROE_SOURCE_VARIANCE|data source issue|computed=20.65, source_display=26.5
BAJAJ-AUTO|2022|ROCE_SOURCE_VARIANCE|version difference|computed=26.45, source_display=33.5
BAJAJ-AUTO|2023|ROE_SOURCE_VARIANCE|data source issue|computed=20.64, source_display=26.5
BAJAJ-AUTO|2023|ROCE_SOURCE_VARIANCE|version difference|computed=27.70, source_display=33.5
BAJAJ-AUTO|2023|ROE_SOURCE_VARIANCE|data source issue|computed=20.64, source_display=26.5
BAJAJ-AUTO|2023|ROCE_SOURCE_VARIANCE|version difference|computed=27.70, source_display=33.5
AXISBANK|2013|OPM_MISMATCH|formula discrepancy|computed=30.58, source=1353.0
AXISBANK|2014|OPM_MISMATCH|formula discrepancy|computed=31.47, source=2307.0
AXISBANK|2015|OPM_MISMATCH|formula discrepancy|computed=31.36, source=3097.0
AXISBANK|2016|OPM_MISMATCH|formula discrepancy|computed=32.61, source=3466.0
AXISBANK|2017|OPM_MISMATCH|formula discrepancy|computed=53.45, source=-5715.0
AXISBANK|2017|ROE_SOURCE_VARIANCE|data source issue|computed=6.53, source_display=18.4
AXISBANK|2018|OPM_MISMATCH|formula discrepancy|computed=63.12, source=-10277.0
AXISBANK|2018|ROE_SOURCE_VARIANCE|data source issue|computed=0.43, source_display=18.4
AXISBANK|2019|OPM_MISMATCH|formula discrepancy|computed=49.39, source=-5447.0
AXISBANK|2019|ROE_SOURCE_VARIANCE|data source issue|computed=6.90, source_display=18.4
AXISBANK|2020|OPM_MISMATCH|formula discrepancy|computed=55.98, source=-9859.0
AXISBANK|2020|ROE_SOURCE_VARIANCE|data source issue|computed=1.88, source_display=18.4
AXISBANK|2021|OPM_MISMATCH|formula discrepancy|computed=50.12, source=-2510.0
AXISBANK|2021|ROE_SOURCE_VARIANCE|data source issue|computed=6.36, source_display=18.4
AXISBANK|2022|OPM_MISMATCH|formula discrepancy|computed=44.47, source=3170.0
AXISBANK|2022|ROE_SOURCE_VARIANCE|data source issue|computed=11.01, source_display=18.4
AXISBANK|2023|OPM_MISMATCH|formula discrepancy|computed=34.16, source=13857.0
AXISBANK|2023|ROE_SOURCE_VARIANCE|data source issue|computed=7.38, source_display=18.4
AXISBANK|2024|OPM_MISMATCH|formula discrepancy|computed=34.69, source=11952.0
BAJAJFINSV|2013|ROE_SOURCE_VARIANCE|data source issue|computed=28.38, source_display=11.72
BAJAJFINSV|2014|ROE_SOURCE_VARIANCE|data source issue|computed=23.53, source_display=11.72
BAJAJFINSV|2014|ROCE_SOURCE_VARIANCE|version difference|computed=15.59, source_display=21.14
BAJAJFINSV|2015|ROE_SOURCE_VARIANCE|data source issue|computed=21.72, source_display=11.72
BAJAJFINSV|2015|ROCE_SOURCE_VARIANCE|version difference|computed=14.76, source_display=21.14
BAJAJFINSV|2016|ROE_SOURCE_VARIANCE|data source issue|computed=20.41, source_display=11.72
BAJAJFINSV|2016|ROCE_SOURCE_VARIANCE|version difference|computed=13.57, source_display=21.14
BAJAJFINSV|2017|ROE_SOURCE_VARIANCE|data source issue|computed=21.36, source_display=11.72
BAJAJFINSV|2017|ROCE_SOURCE_VARIANCE|version difference|computed=13.52, source_display=21.14
BAJAJFINSV|2018|ROE_SOURCE_VARIANCE|data source issue|computed=20.39, source_display=11.72
BAJAJFINSV|2018|ROCE_SOURCE_VARIANCE|version difference|computed=12.52, source_display=21.14
BAJAJFINSV|2019|ROE_SOURCE_VARIANCE|data source issue|computed=22.64, source_display=11.72
BAJAJFINSV|2019|ROCE_SOURCE_VARIANCE|version difference|computed=12.18, source_display=21.14
BAJAJFINSV|2020|ROE_SOURCE_VARIANCE|data source issue|computed=19.15, source_display=11.72
BAJAJFINSV|2020|ROCE_SOURCE_VARIANCE|version difference|computed=11.52, source_display=21.14
BAJAJFINSV|2021|ROE_SOURCE_VARIANCE|data source issue|computed=20.56, source_display=11.72
BAJAJFINSV|2021|ROCE_SOURCE_VARIANCE|version difference|computed=11.95, source_display=21.14
BAJAJFINSV|2022|ROE_SOURCE_VARIANCE|data source issue|computed=20.66, source_display=11.72
BAJAJFINSV|2022|ROCE_SOURCE_VARIANCE|version difference|computed=10.66, source_display=21.14
BAJAJFINSV|2023|ROE_SOURCE_VARIANCE|data source issue|computed=26.31, source_display=11.72
BAJAJFINSV|2023|ROCE_SOURCE_VARIANCE|version difference|computed=11.55, source_display=21.14
BAJAJFINSV|2024|ROE_SOURCE_VARIANCE|data source issue|computed=25.85, source_display=11.72
BAJAJFINSV|2024|ROCE_SOURCE_VARIANCE|version difference|computed=11.71, source_display=21.14
BAJAJHLDNG|2013|ROCE_SOURCE_VARIANCE|version difference|computed=3.14, source_display=13.1
BAJAJHLDNG|2014|ROCE_SOURCE_VARIANCE|version difference|computed=3.38, source_display=13.1
BAJAJHLDNG|2015|ROCE_SOURCE_VARIANCE|version difference|computed=3.88, source_display=13.1
BAJAJHLDNG|2016|ROCE_SOURCE_VARIANCE|version difference|computed=2.85, source_display=13.1
BAJAJHLDNG|2017|ROCE_SOURCE_VARIANCE|version difference|computed=3.57, source_display=13.1
BAJAJHLDNG|2022|ROE_SOURCE_VARIANCE|data source issue|computed=9.63, source_display=14.8
BAJFINANCE|2015|OPM_MISMATCH|formula discrepancy|computed=32.49, source=1367.0
BAJFINANCE|2015|ROCE_SOURCE_VARIANCE|version difference|computed=5.65, source_display=11.9
BAJFINANCE|2016|OPM_MISMATCH|formula discrepancy|computed=32.25, source=1986.0
BAJFINANCE|2016|ROCE_SOURCE_VARIANCE|version difference|computed=5.36, source_display=11.9
BAJFINANCE|2017|OPM_MISMATCH|formula discrepancy|computed=32.60, source=2867.0
BAJFINANCE|2017|ROCE_SOURCE_VARIANCE|version difference|computed=5.57, source_display=11.9
BAJFINANCE|2018|OPM_MISMATCH|formula discrepancy|computed=32.28, source=3935.0
BAJFINANCE|2018|ROE_SOURCE_VARIANCE|data source issue|computed=15.75, source_display=22.1
BAJFINANCE|2018|ROCE_SOURCE_VARIANCE|version difference|computed=5.03, source_display=11.9
BAJFINANCE|2019|OPM_MISMATCH|formula discrepancy|computed=29.50, source=6310.0
BAJFINANCE|2019|ROCE_SOURCE_VARIANCE|version difference|computed=4.52, source_display=11.9
BAJFINANCE|2020|OPM_MISMATCH|formula discrepancy|computed=34.73, source=7608.0
BAJFINANCE|2020|ROE_SOURCE_VARIANCE|data source issue|computed=16.28, source_display=22.1
BAJFINANCE|2020|ROCE_SOURCE_VARIANCE|version difference|computed=5.67, source_display=11.9
BAJFINANCE|2021|OPM_MISMATCH|formula discrepancy|computed=40.64, source=6314.0
BAJFINANCE|2021|ROE_SOURCE_VARIANCE|data source issue|computed=11.97, source_display=22.1
BAJFINANCE|2021|ROCE_SOURCE_VARIANCE|version difference|computed=6.44, source_display=11.9
BAJFINANCE|2022|OPM_MISMATCH|formula discrepancy|computed=37.55, source=9906.0
BAJFINANCE|2022|ROE_SOURCE_VARIANCE|data source issue|computed=16.08, source_display=22.1
BAJFINANCE|2022|ROCE_SOURCE_VARIANCE|version difference|computed=5.70, source_display=11.9
BAJFINANCE|2023|OPM_MISMATCH|formula discrepancy|computed=30.65, source=16018.0
BAJFINANCE|2023|ROCE_SOURCE_VARIANCE|version difference|computed=4.70, source_display=11.9
BAJFINANCE|2024|OPM_MISMATCH|formula discrepancy|computed=29.29, source=19987.0
BAJFINANCE|2024|ROCE_SOURCE_VARIANCE|version difference|computed=4.36, source_display=11.9
BANKBARODA|2013|OPM_MISMATCH|formula discrepancy|computed=30.05, source=1006.0
BANKBARODA|2014|OPM_MISMATCH|formula discrepancy|computed=29.78, source=809.0
BANKBARODA|2015|OPM_MISMATCH|formula discrepancy|computed=29.98, source=902.0
BANKBARODA|2015|ROE_SOURCE_VARIANCE|data source issue|computed=9.40, source_display=16.7
BANKBARODA|2016|OPM_MISMATCH|formula discrepancy|computed=55.44, source=-11700.0
BANKBARODA|2016|ROE_SOURCE_VARIANCE|data source issue|computed=-11.84, source_display=16.7
BANKBARODA|2017|OPM_MISMATCH|formula discrepancy|computed=43.28, source=-4372.0
BANKBARODA|2017|ROE_SOURCE_VARIANCE|data source issue|computed=4.31, source_display=16.7
BANKBARODA|2018|OPM_MISMATCH|formula discrepancy|computed=56.65, source=-9197.0
BANKBARODA|2018|ROE_SOURCE_VARIANCE|data source issue|computed=-3.94, source_display=16.7
BANKBARODA|2019|OPM_MISMATCH|formula discrepancy|computed=48.79, source=-5414.0
BANKBARODA|2019|ROE_SOURCE_VARIANCE|data source issue|computed=2.12, source_display=16.7
BANKBARODA|2020|OPM_MISMATCH|formula discrepancy|computed=51.44, source=-11728.0
BANKBARODA|2020|ROE_SOURCE_VARIANCE|data source issue|computed=1.29, source_display=16.7
BANKBARODA|2021|OPM_MISMATCH|formula discrepancy|computed=51.23, source=-6957.0
BANKBARODA|2021|ROE_SOURCE_VARIANCE|data source issue|computed=1.97, source_display=16.7
BANKBARODA|2022|OPM_MISMATCH|formula discrepancy|computed=51.12, source=-2948.0
BANKBARODA|2022|ROE_SOURCE_VARIANCE|data source issue|computed=8.64, source_display=16.7
BANKBARODA|2023|OPM_MISMATCH|formula discrepancy|computed=40.45, source=6329.0
BANKBARODA|2024|OPM_MISMATCH|formula discrepancy|computed=37.49, source=4102.0
BHARTIARTL|2013|ROE_SOURCE_VARIANCE|data source issue|computed=4.50, source_display=14.9
BHARTIARTL|2013|ROCE_SOURCE_VARIANCE|version difference|computed=20.60, source_display=13.1
BHARTIARTL|2014|ROE_SOURCE_VARIANCE|data source issue|computed=5.05, source_display=14.9
BHARTIARTL|2014|ROCE_SOURCE_VARIANCE|version difference|computed=21.67, source_display=13.1
BHARTIARTL|2015|ROCE_SOURCE_VARIANCE|version difference|computed=28.29, source_display=13.1
BHARTIARTL|2016|ROCE_SOURCE_VARIANCE|version difference|computed=23.20, source_display=13.1
BHARTIARTL|2017|ROE_SOURCE_VARIANCE|data source issue|computed=6.29, source_display=14.9
BHARTIARTL|2017|ROCE_SOURCE_VARIANCE|version difference|computed=21.20, source_display=13.1
BHARTIARTL|2018|ROE_SOURCE_VARIANCE|data source issue|computed=3.14, source_display=14.9
BHARTIARTL|2019|ROE_SOURCE_VARIANCE|data source issue|computed=2.36, source_display=14.9
BHARTIARTL|2020|ROE_SOURCE_VARIANCE|data source issue|computed=-39.75, source_display=14.9
BHARTIARTL|2020|ROCE_SOURCE_VARIANCE|version difference|computed=-0.52, source_display=13.1
BHARTIARTL|2021|ROE_SOURCE_VARIANCE|data source issue|computed=-20.97, source_display=14.9
BHARTIARTL|2021|ROCE_SOURCE_VARIANCE|version difference|computed=18.52, source_display=13.1
BHARTIARTL|2022|ROCE_SOURCE_VARIANCE|version difference|computed=26.33, source_display=13.1
BHARTIARTL|2023|ROCE_SOURCE_VARIANCE|version difference|computed=23.81, source_display=13.1
BHARTIARTL|2024|ROCE_SOURCE_VARIANCE|version difference|computed=25.10, source_display=13.1
BEL|2013|ROE_SOURCE_VARIANCE|data source issue|computed=15183.33, source_display=26.3
BEL|2013|ROCE_SOURCE_VARIANCE|version difference|computed=4303.33, source_display=34.6
BEL|2014|ROE_SOURCE_VARIANCE|data source issue|computed=13600.00, source_display=26.3
BEL|2014|ROCE_SOURCE_VARIANCE|version difference|computed=4867.86, source_display=34.6
BEL|2015|ROE_SOURCE_VARIANCE|data source issue|computed=17100.00, source_display=26.3
BEL|2015|ROCE_SOURCE_VARIANCE|version difference|computed=5109.09, source_display=34.6
BEL|2016|ROE_SOURCE_VARIANCE|data source issue|computed=11141.67, source_display=26.3
BEL|2016|ROCE_SOURCE_VARIANCE|version difference|computed=5313.51, source_display=34.6
BEL|2017|ROE_SOURCE_VARIANCE|data source issue|computed=10153.33, source_display=26.3
