company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
ZYDUSLIFE,Mar 2024,+,-,-,Reinvestor
LTM,Mar 2020,+,-,-,Shareholder Returns
LTM,Mar 2021,+,-,-,Shareholder Returns
LTM,Mar 2022,+,-,-,Shareholder Returns
LTM,Mar 2023,+,-,-,Shareholder Returns
LTM,Mar 2024,+,-,-,Reinvestor
ENRIN,Mar 2020,+,-,-,Shareholder Returns
ENRIN,Mar 2021,+,-,-,Shareholder Returns
ENRIN,Mar 2022,+,-,-,Reinvestor
ENRIN,Mar 2023,+,-,-,Shareholder Returns
ENRIN,Mar 2024,+,-,-,Shareholder Returns
TMPV,Mar 2020,+,-,-,Shareholder Returns
TMPV,Mar 2021,+,-,-,Shareholder Returns
TMPV,Mar 2022,+,-,-,Reinvestor
TMPV,Mar 2023,+,-,-,Shareholder Returns
TMPV,Mar 2024,+,-,-,Shareholder Returns
CUMMINSIND,Mar 2020,+,-,-,Shareholder Returns
CUMMINSIND,Mar 2021,+,-,-,Shareholder Returns
CUMMINSIND,Mar 2022,+,-,-,Reinvestor
CUMMINSIND,Mar 2023,+,-,-,Shareholder Returns
CUMMINSIND,Mar 2024,+,-,-,Shareholder Returns
HINDZINC,Mar 2020,+,-,-,Reinvestor
HINDZINC,Mar 2021,+,-,-,Reinvestor
HINDZINC,Mar 2022,+,-,-,Shareholder Returns
HINDZINC,Mar 2023,+,-,-,Shareholder Returns
HINDZINC,Mar 2024,+,-,-,Reinvestor
TATACAP,Mar 2020,+,-,-,Shareholder Returns
TATACAP,Mar 2021,+,-,-,Shareholder Returns
TATACAP,Mar 2022,+,-,-,Shareholder Returns
TATACAP,Mar 2023,+,-,-,Shareholder Returns
TATACAP,Mar 2024,+,-,-,Shareholder Returns
HYUNDAI,Mar 2020,+,-,-,Shareholder Returns
HYUNDAI,Mar 2021,+,-,-,Shareholder Returns
HYUNDAI,Mar 2022,+,-,-,Shareholder Returns
HYUNDAI,Mar 2023,+,-,-,Reinvestor
HYUNDAI,Mar 2024,+,-,-,Shareholder Returns
CGPOWER,Mar 2020,+,-,-,Shareholder Returns
CGPOWER,Mar 2021,+,-,-,Shareholder Returns
CGPOWER,Mar 2022,+,-,-,Shareholder Returns
CGPOWER,Mar 2023,+,-,-,Shareholder Returns
CGPOWER,Mar 2024,+,-,-,Shareholder Returns
HDFCAMC,Mar 2020,+,-,-,Shareholder Returns
HDFCAMC,Mar 2021,+,-,-,Reinvestor
HDFCAMC,Mar 2022,+,-,-,Shareholder Returns
HDFCAMC,Mar 2023,+,-,-,Shareholder Returns
HDFCAMC,Mar 2024,+,-,-,Shareholder Returns
ETERNAL,Mar 2020,+,-,-,Reinvestor
ETERNAL,Mar 2021,+,-,-,Shareholder Returns
ETERNAL,Mar 2022,+,-,-,Reinvestor
ETERNAL,Mar 2023,+,-,-,Reinvestor
ETERNAL,Mar 2024,+,-,-,Shareholder Returns
SOLARINDS,Mar 2020,+,-,-,Reinvestor
SOLARINDS,Mar 2021,+,-,-,Shareholder Returns
SOLARINDS,Mar 2022,+,-,-,Shareholder Returns
SOLARINDS,Mar 2023,+,-,-,Shareholder Returns
SOLARINDS,Mar 2024,+,-,-,Shareholder Returns
MAZDOCK,Mar 2020,+,-,-,Reinvestor
MAZDOCK,Mar 2021,+,-,-,Shareholder Returns
MAZDOCK,Mar 2022,+,-,-,Shareholder Returns
MAZDOCK,Mar 2023,+,-,-,Shareholder Returns
MAZDOCK,Mar 2024,+,-,-,Shareholder Returns
MUTHOOTFIN,Mar 2020,+,-,-,Reinvestor
MUTHOOTFIN,Mar 2021,+,-,-,Reinvestor
MUTHOOTFIN,Mar 2022,+,-,-,Shareholder Returns
MUTHOOTFIN,Mar 2023,+,-,-,Shareholder Returns
MUTHOOTFIN,Mar 2024,+,-,-,Reinvestor
TMCV,Mar 2020,+,-,-,Shareholder Returns
TMCV,Mar 2021,+,-,-,Shareholder Returns
TMCV,Mar 2022,+,-,-,Reinvestor
TMCV,Mar 2023,+,-,-,Reinvestor
TMCV,Mar 2024,+,-,-,Reinvestor
MAXHEALTH,Mar 2020,+,-,-,Shareholder Returns
MAXHEALTH,Mar 2021,+,-,-,Shareholder Returns
MAXHEALTH,Mar 2022,+,-,-,Shareholder Returns
MAXHEALTH,Mar 2023,+,-,-,Shareholder Returns
MAXHEALTH,Mar 2024,+,-,-,Shareholder Returns
INDHOTEL,Mar 2020,+,-,-,Reinvestor
INDHOTEL,Mar 2021,+,-,-,Reinvestor
INDHOTEL,Mar 2022,+,-,-,Shareholder Returns
INDHOTEL,Mar 2023,+,-,-,Shareholder Returns
INDHOTEL,Mar 2024,+,-,-,Reinvestor
